a|\ˈā\
resentments|\ri-ˈzent-mənt\
resents|\ri-ˈzent\
reserpine|\ri-ˈsər-ˌpēn, -pən\
reservation|\ˌre-zər-ˈvā-shən\
reservations|\ˌre-zər-ˈvā-shən\
reserve|\ri-ˈzərv\
reserved|\ri-ˈzərvd\
reservedly|\ri-ˈzərvd\
reservedness|\ri-ˈzərvd\
reserves|\ri-ˈzərv\
reserving|\ri-ˈzərv\
reservist|\ri-ˈzər-vist\
reservists|\ri-ˈzər-vist\
reservoir|\ˈre-zə-ˌvwär, -zər-, -ˌvwȯr also -ˌvȯi\
reservoirs|\ˈre-zə-ˌvwär, -zər-, -ˌvwȯr also -ˌvȯi\
reset|\(ˌ)rē-ˈset\
resets|\(ˌ)rē-ˈset\
resetting|\(ˌ)rē-ˈset\
reshape|\(ˌ)rē-ˈshāp\
reshaped|\(ˌ)rē-ˈshāp\
reshaper|\(ˌ)rē-ˈshāp\
reshapers|\(ˌ)rē-ˈshāp\
reshapes|\(ˌ)rē-ˈshāp\
reshaping|\(ˌ)rē-ˈshāp\
reshuffle|\(ˌ)rē-ˈshə-fəl\
reshuffled|\(ˌ)rē-ˈshə-fəl\
reshuffles|\(ˌ)rē-ˈshə-fəl\
reshuffling|\(ˌ)rē-ˈshə-fəl\
reside|\ri-ˈzīd\
resided|\ri-ˈzīd\
residence|\ˈre-zə-dən(t)s, ˈrez-dən(t)s, ˈre-zə-ˌden(t)s\
residences|\ˈre-zə-dən(t)s, ˈrez-dən(t)s, ˈre-zə-ˌden(t)s\
residencies|\ˈre-zə-dən(t)-sē, ˈrez-dən(t)-, ˈre-zə-ˌden(t)-\
residency|\ˈre-zə-dən(t)-sē, ˈrez-dən(t)-, ˈre-zə-ˌden(t)-\
resident|\ˈre-zə-dənt, ˈrez-dənt, ˈre-zə-ˌdent\
residential|\ˌre-zə-ˈden(t)-shəl, ˌrez-ˈden(t)-\
residentially|\ˌre-zə-ˈden(t)-shəl, ˌrez-ˈden(t)-\
residents|\ˈre-zə-dənt, ˈrez-dənt, ˈre-zə-ˌdent\
resider|\ri-ˈzīd\
residers|\ri-ˈzīd\
resides|\ri-ˈzīd\
residing|\ri-ˈzīd\
residua|\ri-ˈzi-jə-wəm\
residual|\ri-ˈzi-jə-wəl, -jəl; -ˈzij-wəl\
residually|\ri-ˈzi-jə-wəl, -jəl; -ˈzij-wəl\
residuals|\ri-ˈzi-jə-wəl, -jəl; -ˈzij-wəl\
residuary|\ri-ˈzi-jə-ˌwer-ē\
residue|\ˈre-zə-ˌdü, -ˌdyü\
residues|\ˈre-zə-ˌdü, -ˌdyü\
residuum|\ri-ˈzi-jə-wəm\
residuums|\ri-ˈzi-jə-wəm\
resign|\ri-ˈzīn\
resignation|\ˌre-zig-ˈnā-shən\
resignations|\ˌre-zig-ˈnā-shən\
resigned|\ri-ˈzīn\
resignedly|\ri-ˈzīn\
resigner|\ri-ˈzīn\
resigners|\ri-ˈzīn\
resigning|\ri-ˈzīn\
resigns|\ri-ˈzīn\
resilience|\ri-ˈzil-yən(t)s\
resiliency|\-yən(t)-sē\
resilient|\ri-ˈzil-yənt\
resiliently|\ri-ˈzil-yənt\
resin|\ˈre-zən\
resinoids|\ˈre-zən-ˌȯid\
resinous|\ˈre-zən\
resins|\ˈre-zən\
resist|\ri-ˈzist\
resistance|\ri-ˈzis-tən(t)s\
resistances|\ri-ˈzis-tən(t)s\
resistant|\-tənt\
resisted|\ri-ˈzist\
resister|\ri-ˈzis-tər\
resisters|\ri-ˈzis-tər\
resistibility|\ri-ˌzis-tə-ˈbi-lə-tē\
resistible|\ri-ˈzis-tə-bəl\
resisting|\ri-ˈzist\
resistive|\ri-ˈzis-tiv\
resistivity|\ri-ˌzis-ˈti-və-tē, ˌrē-\
resistless|\ri-ˈzist-ləs\
resistor|\ri-ˈzis-tər\
resistors|\ri-ˈzis-tər\
resists|\ri-ˈzist\
resolute|\ˈre-zə-ˌlüt, -lət\
resolutely|\ˈre-zə-ˌlüt, -lət\
resoluteness|\ˈre-zə-ˌlüt, -lət\
resolutes|\ˈre-zə-ˌlüt, -lət\
resolution|\ˌre-zə-ˈlü-shən\
resolutions|\ˌre-zə-ˈlü-shən\
resolvable|\ri-ˈzälv, -ˈzȯlv also -ˈzäv or -ˈzȯv\
resolve|\ri-ˈzälv, -ˈzȯlv also -ˈzäv or -ˈzȯv\
resolved|\ri-ˈzälv, -ˈzȯlv also -ˈzäv or -ˈzȯv\
resolver|\ri-ˈzälv, -ˈzȯlv also -ˈzäv or -ˈzȯv\
resolvers|\ri-ˈzälv, -ˈzȯlv also -ˈzäv or -ˈzȯv\
resolves|\ri-ˈzälv, -ˈzȯlv also -ˈzäv or -ˈzȯv\
resolving|\ri-ˈzälv, -ˈzȯlv also -ˈzäv or -ˈzȯv\
resonance|\ˈre-zə-nən(t)s, ˈrez-nən(t)s\
resonances|\ˈre-zə-nən(t)s, ˈrez-nən(t)s\
resonant|\ˈre-zə-nənt, ˈrez-nənt\
resonantly|\ˈre-zə-nənt, ˈrez-nənt\
resonants|\ˈre-zə-nənt, ˈrez-nənt\
resonate|\ˈre-zə-ˌnāt\
resonated|\ˈre-zə-ˌnāt\
resonates|\ˈre-zə-ˌnāt\
resonating|\ˈre-zə-ˌnāt\
resonator|\-ˌnā-tər\
resonators|\-ˌnā-tər\
resorbed|\(ˌ)rē-ˈsȯrb, -ˈzȯrb\
resort|\ri-ˈzȯrt\
resorted|\ri-ˈzȯrt\
resorter|\ri-ˈzȯr-tər\
resorters|\ri-ˈzȯr-tər\
resorting|\ri-ˈzȯrt\
resorts|\ri-ˈzȯrt\
resound|\ri-ˈzau̇nd also -ˈsau̇nd\
resounded|\ri-ˈzau̇nd also -ˈsau̇nd\
resounding|\-ˈzau̇n-diŋ also -ˈsau̇n-\
resoundingly|\-ˈzau̇n-diŋ also -ˈsau̇n-\
resounds|\ri-ˈzau̇nd also -ˈsau̇nd\
resource|\ˈrē-ˌsȯrs, -ˌzȯrs, ri-ˈ\
resourceful|\ri-ˈsȯrs-fəl, -ˈzȯrs-\
resourcefully|\ri-ˈsȯrs-fəl, -ˈzȯrs-\
resourcefulness|\ri-ˈsȯrs-fəl, -ˈzȯrs-\
resources|\ˈrē-ˌsȯrs, -ˌzȯrs, ri-ˈ\
respect|\ri-ˈspekt\
respectability|\ri-ˈspek-tə-bəl\
respectable|\ri-ˈspek-tə-bəl\
respectably|\ri-ˈspek-tə-bəl\
respected|\ri-ˈspekt\
respecter|\ri-ˈspekt\
respecters|\ri-ˈspekt\
respectful|\ri-ˈspekt-fəl\
respectfully|\ri-ˈspekt-fəl\
respectfulness|\ri-ˈspekt-fəl\
respective|\ri-ˈspek-tiv\
respects|\ri-ˈspekt\
respell|\(ˌ)rē-ˈspel\
respelled|\(ˌ)rē-ˈspel\
respelling|\(ˌ)rē-ˈspel\
respells|\(ˌ)rē-ˈspel\
respirable|\ˈres-p(ə-)rə-bəl, ri-ˈspī-rə-\
respiration|\ˌres-pə-ˈrā-shən\
respirations|\ˌres-pə-ˈrā-shən\
respirator|\ˈres-pə-ˌrā-tər\
respirators|\ˈres-pə-ˌrā-tər\
respiratory|\ˌres-pə-ˈrā-shən\
respire|\ri-ˈspī(-ə)r\
respired|\ri-ˈspī(-ə)r\
respires|\ri-ˈspī(-ə)r\
respiring|\ri-ˈspī(-ə)r\
respite|\ˈres-pət also ri-ˈspīt, British usually ˈres-ˌpīt\
respited|\ˈres-pət also ri-ˈspīt, British usually ˈres-ˌpīt\
respites|\ˈres-pət also ri-ˈspīt, British usually ˈres-ˌpīt\
respiting|\ˈres-pət also ri-ˈspīt, British usually ˈres-ˌpīt\
resplendence|\ri-ˈsplen-dən(t)s\
resplendent|\-dənt\
resplendently|\-dənt\
respond|\ri-ˈspänd\
responded|\ri-ˈspänd\
respondent|\ri-ˈspän-dənt\
respondents|\ri-ˈspän-dənt\
responder|\ri-ˈspänd\
responders|\ri-ˈspänd\
responding|\ri-ˈspänd\
responds|\ri-ˈspänd\
response|\ri-ˈspän(t)s\
responses|\ri-ˈspän(t)s\
responsibilities|\ri-ˌspän(t)-sə-ˈbi-lə-tē\
responsibility|\ri-ˌspän(t)-sə-ˈbi-lə-tē\
responsible|\ri-ˈspän(t)-sə-bəl\
responsibleness|\ri-ˈspän(t)-sə-bəl\
responsibly|\ri-ˈspän(t)-sə-bəl\
responsive|\ri-ˈspän(t)-siv\
responsively|\ri-ˈspän(t)-siv\
responsiveness|\ri-ˈspän(t)-siv\
rest|\ˈrest\
restart|\(ˌ)rē-ˈstärt\
restartable|\(ˌ)rē-ˈstärt\
restarted|\(ˌ)rē-ˈstärt\
restarting|\(ˌ)rē-ˈstärt\
restarts|\(ˌ)rē-ˈstärt\
restate|\(ˌ)rē-ˈstāt\
restated|\(ˌ)rē-ˈstāt\
restatement|\-mənt\
restatements|\-mənt\
restates|\(ˌ)rē-ˈstāt\
restating|\(ˌ)rē-ˈstāt\
restaurant|\ˈres-tə-ˌränt, -tränt also -t(ə-)rənt, -tərnt\
restaurants|\ˈres-tə-ˌränt, -tränt also -t(ə-)rənt, -tərnt\
restaurateur|\ˌres-tə-rə-ˈtər\
restaurateurs|\ˌres-tə-rə-ˈtər\
rested|\ˈres-təd\
rester|\ˈrest\
resters|\ˈrest\
restful|\ˈrest-fəl\
restfully|\ˈrest-fəl\
restfulness|\ˈrest-fəl\
resting|\ˈres-tiŋ\
restituted|\ˈres-tə-ˌtüt, -ˌtyüt\
restitution|\ˌres-tə-ˈtü-shən, -ˈtyü-\
restitutions|\ˌres-tə-ˈtü-shən, -ˈtyü-\
restive|\ˈres-tiv\
restively|\ˈres-tiv\
restiveness|\ˈres-tiv\
restless|\ˈrest-ləs\
restlessly|\ˈrest-ləs\
restlessness|\ˈrest-ləs\
restorable|\ri-ˈstȯr-ə-bəl\
restorals|\-əl\
restoration|\ˌres-tə-ˈrā-shən\
restorations|\ˌres-tə-ˈrā-shən\
restorative|\ri-ˈstȯr-ə-tiv\
restoratives|\ri-ˈstȯr-ə-tiv\
restore|\ri-ˈstȯr\
restored|\ri-ˈstȯr\
restorer|\ri-ˈstȯr\
restorers|\ri-ˈstȯr\
restores|\ri-ˈstȯr\
restoring|\ri-ˈstȯr\
restrain|\ri-ˈstrān\
restrainable|\ri-ˈstrān\
restrained|\ri-ˈstrānd\
restrainedly|\ri-ˈstrānd\
restrainer|\ri-ˈstrān\
restrainers|\ri-ˈstrān\
restraining|\ri-ˈstrān\
restrains|\ri-ˈstrān\
restraint|\ri-ˈstrānt\
restraints|\ri-ˈstrānt\
restrict|\ri-ˈstrikt\
restricted|\ri-ˈstrik-təd\
restricting|\ri-ˈstrikt\
restriction|\ri-ˈstrik-shən\
restrictionism|\ri-ˈstrik-shə-ˌni-zəm\
restrictionist|\ri-ˈstrik-shə-ˌni-zəm\
restrictions|\ri-ˈstrik-shən\
restrictive|\ri-ˈstrik-tiv\
restrictively|\ri-ˈstrik-tiv\
restrictiveness|\ri-ˈstrik-tiv\
restricts|\ri-ˈstrikt\
restructure|\(ˌ)rē-ˈstrək-chər\
restructured|\(ˌ)rē-ˈstrək-chər\
restructures|\(ˌ)rē-ˈstrək-chər\
restructuring|\(ˌ)rē-ˈstrək-chər\
rests|\ˈrest\
result|\ri-ˈzəlt\
resultant|\ri-ˈzəl-tənt\
resultants|\ri-ˈzəl-tənt\
resulted|\ri-ˈzəlt\
resulting|\ri-ˈzəlt\
results|\ri-ˈzəlt\
resume|\ri-ˈzüm\
resumed|\ri-ˈzüm\
resumes|\ri-ˈzüm\
resuming|\ri-ˈzüm\
resumption|\ri-ˈzəm(p)-shən\
resumptions|\ri-ˈzəm(p)-shən\
resurface|\(ˌ)rē-ˈsər-fəs\
resurfaced|\(ˌ)rē-ˈsər-fəs\
resurfaces|\(ˌ)rē-ˈsər-fəs\
resurfacing|\(ˌ)rē-ˈsər-fəs\
resurged|\ri-ˈsərj\
resurgence|\ri-ˈsər-jən(t)s\
resurgences|\ri-ˈsər-jən(t)s\
resurgent|\-jənt\
resurges|\ri-ˈsərj\
resurging|\ri-ˈsərj\
resurrect|\ˌre-zə-ˈrekt\
resurrected|\ˌre-zə-ˈrekt\
resurrecting|\ˌre-zə-ˈrekt\
resurrection|\ˌre-zə-ˈrek-shən\
resurrectionist|\-sh(ə-)nist\
resurrections|\ˌre-zə-ˈrek-shən\
resurrects|\ˌre-zə-ˈrekt\
resuscitate|\ri-ˈsə-sə-ˌtāt\
resuscitated|\ri-ˈsə-sə-ˌtāt\
resuscitates|\ri-ˈsə-sə-ˌtāt\
resuscitating|\ri-ˈsə-sə-ˌtāt\
resuscitation|\ri-ˈsə-sə-ˌtāt\
resuscitative|\ri-ˈsə-sə-ˌtāt\
resuscitator|\ri-ˈsə-sə-ˌtā-tər\
resuscitators|\ri-ˈsə-sə-ˌtā-tər\
ret|\ˈret\
retail|\ˈrē-ˌtāl, especially for 2 also ri-ˈtāl\
retailed|\ˈrē-ˌtāl, especially for 2 also ri-ˈtāl\
retailer|\ˈrē-ˌtāl, especially for 2 also ri-ˈtāl\
retailers|\ˈrē-ˌtāl, especially for 2 also ri-ˈtāl\
retailing|\ˈrē-ˌtā-liŋ\
retails|\ˈrē-ˌtāl, especially for 2 also ri-ˈtāl\
retain|\ri-ˈtān\
retained|\ri-ˈtān\
retainer|\ri-ˈtā-nər\
retainers|\ri-ˈtā-nər\
retaining|\ri-ˈtān\
retains|\ri-ˈtān\
retake|\(ˌ)rē-ˈtāk\
retaken|\(ˌ)rē-ˈtāk\
retakes|\(ˌ)rē-ˈtāk\
retaking|\(ˌ)rē-ˈtāk\
retaliate|\ri-ˈta-lē-ˌāt\
retaliated|\ri-ˈta-lē-ˌāt\
retaliates|\ri-ˈta-lē-ˌāt\
retaliating|\ri-ˈta-lē-ˌāt\
retaliation|\ri-ˈta-lē-ˌāt\
retaliations|\ri-ˈta-lē-ˌāt\
retaliatory|\ri-ˈta-lē-ˌāt\
retard|\ri-ˈtärd\
retardant|\ri-ˈtär-dənt\
retardants|\ri-ˈtär-dənt\
retardate|\-ˈtär-ˌdāt, -dət\
retardates|\-ˈtär-ˌdāt, -dət\
retardation|\ˌrē-ˌtär-ˈdā-shən, ri-\
retarded|\ri-ˈtär-dəd\
retarder|\ri-ˈtärd\
retarders|\ri-ˈtärd\
retarding|\ri-ˈtärd\
retards|\ri-ˈtärd\
retch|\ˈrech, especially British ˈrēch\
retched|\ˈrech, especially British ˈrēch\
retches|\ˈrech, especially British ˈrēch\
retching|\ˈrech, especially British ˈrēch\
retell|\(ˌ)rē-ˈtel\
retells|\(ˌ)rē-ˈtel\
retention|\ri-ˈten(t)-shən\
retentive|\-ˈten-tiv\
retentiveness|\-ˈten-tiv\
rethink|\(ˌ)rē-ˈthiŋk\
rethinking|\(ˌ)rē-ˈthiŋk\
rethinks|\(ˌ)rē-ˈthiŋk\
rethought|\(ˌ)rē-ˈthiŋk\
reticence|\ˈre-tə-sən(t)s\
reticent|\ˈre-tə-sənt\
reticently|\ˈre-tə-sənt\
reticula|\ri-ˈti-kyə-ləm\
reticular|\ri-ˈti-kyə-lər\
reticulated|\ri-ˈti-kyə-lət, -ˌlāt\
reticulation|\ri-ˌti-kyə-ˈlā-shən\
reticule|\ˈre-ti-ˌkyül\
reticules|\ˈre-ti-ˌkyül\
reticulum|\ri-ˈti-kyə-ləm\
retina|\ˈre-tə-nə, ˈret-nə\
retinal|\ˈre-tə-nəl, ˈret-nəl\
retinals|\ˈre-tə-nəl, ˈret-nəl\
retinas|\ˈre-tə-nə, ˈret-nə\
retinoscopies|\ˌre-tə-ˈnäs-kə-pē\
retinoscopy|\ˌre-tə-ˈnäs-kə-pē\
retinue|\ˈre-tə-ˌnü, -ˌnyü\
retinues|\ˈre-tə-ˌnü, -ˌnyü\
retire|\ri-ˈtī(-ə)r\
retired|\-ˈtī-rəd-lē, -ˈtī(-ə)rd-\
retiree|\ri-ˌtī-ˈrē\
retirees|\ri-ˌtī-ˈrē\
retirement|\ri-ˈtī(-ə)r-mənt\
retirements|\ri-ˈtī(-ə)r-mənt\
retires|\ri-ˈtī(-ə)r\
retiring|\-iŋ-lē\
retiringly|\-iŋ-lē\
retold|\(ˌ)rē-ˈtel\
retook|\(ˌ)rē-ˈtāk\
retool|\(ˌ)rē-ˈtül\
retooled|\(ˌ)rē-ˈtül\
retooling|\(ˌ)rē-ˈtül\
retort|\ri-ˈtȯrt\
retorted|\ri-ˈtȯrt\
retorting|\ri-ˈtȯrt\
retorts|\ri-ˈtȯrt\
retouch|\(ˌ)rē-ˈtəch\
retouched|\(ˌ)rē-ˈtəch\
retoucher|\(ˌ)rē-ˈtəch\
retouchers|\(ˌ)rē-ˈtəch\
retouches|\(ˌ)rē-ˈtəch\
retouching|\(ˌ)rē-ˈtəch\
retract|\ri-ˈtrakt\
retractable|\ri-ˈtrakt\
retracted|\ri-ˈtrakt\
retractile|\ri-ˈtrak-təl, -ˌtī(-ə)l\
retracting|\ri-ˈtrakt\
retraction|\ri-ˈtrak-shən\
retractions|\ri-ˈtrak-shən\
retractor|\ri-ˈtrak-tər\
retractors|\ri-ˈtrak-tər\
retracts|\ri-ˈtrakt\
retrain|\(ˌ)rē-ˈtrān\
retrained|\(ˌ)rē-ˈtrān\
retraining|\(ˌ)rē-ˈtrān\
retrains|\(ˌ)rē-ˈtrān\
retranslate|\ˌrē-tran(t)s-ˈlāt, -tranz-\
retranslated|\ˌrē-tran(t)s-ˈlāt, -tranz-\
retranslates|\ˌrē-tran(t)s-ˈlāt, -tranz-\
retranslating|\ˌrē-tran(t)s-ˈlāt, -tranz-\
retranslation|\ˌrē-tran(t)s-ˈlāt, -tranz-\
retranslations|\ˌrē-tran(t)s-ˈlāt, -tranz-\
retread|\(ˌ)rē-ˈtred\
retreaded|\(ˌ)rē-ˈtred\
retreading|\(ˌ)rē-ˈtred\
retreads|\(ˌ)rē-ˈtred\
retreat|\ri-ˈtrēt\
retreated|\ri-ˈtrēt\
retreating|\ri-ˈtrēt\
retreats|\ri-ˈtrēt\
retrench|\ri-ˈtrench\
retrenched|\ri-ˈtrench\
retrenches|\ri-ˈtrench\
retrenching|\ri-ˈtrench\
retrenchment|\-mənt\
retrenchments|\-mənt\
retrial|\(ˌ)rē-ˈtrī(-ə)l\
retrials|\(ˌ)rē-ˈtrī(-ə)l\
retribution|\ˌre-trə-ˈbyü-shən\
retributive|\ri-ˈtri-byə-tiv\
retributory|\-byə-ˌtȯr-ē\
retrievable|\ri-ˈtrēv\
retrieval|\ri-ˈtrē-vəl\
retrievals|\ri-ˈtrē-vəl\
retrieve|\ri-ˈtrēv\
retrieved|\ri-ˈtrēv\
retriever|\ri-ˈtrē-vər\
retrievers|\ri-ˈtrē-vər\
retrieves|\ri-ˈtrēv\
retrieving|\ri-ˈtrēv\
retro|\ˈre-(ˌ)trō\
retroaction|\ˌre-trō-ˈak-shən\
retroactive|\-ˈak-tiv\
retroactively|\-ˈak-tiv\
retroactivity|\-ˈak-tiv\
retrocede|\ˌre-trō-ˈsēd\
retrofire|\-ˌfī(-ə)r\
retrofired|\-ˌfī(-ə)r\
retrofires|\-ˌfī(-ə)r\
retrofiring|\-ˌfī(-ə)r\
retrofit|\ˈre-trō-ˌfit, ˌre-trō-ˈfit\
retrofits|\ˈre-trō-ˌfit, ˌre-trō-ˈfit\
retrograde|\ˈre-trə-ˌgrād\
retrograded|\ˈre-trə-ˌgrād\
retrogradely|\ˈre-trə-ˌgrād\
retrogrades|\ˈre-trə-ˌgrād\
retrograding|\ˈre-trə-ˌgrād\
retrogress|\ˌre-trə-ˈgres\
retrogressed|\ˌre-trə-ˈgres\
retrogresses|\ˌre-trə-ˈgres\
retrogressing|\ˌre-trə-ˈgres\
retrogression|\-ˈgre-shən\
retrogressions|\-ˈgre-shən\
retrogressive|\-ˈgre-siv\
retrogressively|\-ˈgre-siv\
retrorocket|\ˈre-trō-ˌrä-kət\
retrorockets|\ˈre-trō-ˌrä-kət\
retrospect|\ˈre-trə-ˌspekt\
retrospection|\ˌre-trə-ˈspek-shən\
retrospective|\-ˈspek-tiv\
retrospectively|\-ˈspek-tiv\
retrospectives|\-ˈspek-tiv\
retsina|\ret-ˈsē-nə\
retsinas|\ret-ˈsē-nə\
return|\ri-ˈtərn\
returnable|\ri-ˈtər-nə-bəl\
returned|\ri-ˈtərn\
returnee|\ri-ˌtər-ˈnē\
returnees|\ri-ˌtər-ˈnē\
returner|\ri-ˈtərn\
returners|\ri-ˈtərn\
returning|\ri-ˈtərn\
returns|\ri-ˈtərn\
reunion|\(ˌ)rē-ˈyün-yən\
reunions|\(ˌ)rē-ˈyün-yən\
reunite|\ˌrē-yu̇-ˈnīt\
reunited|\ˌrē-yu̇-ˈnīt\
reunites|\ˌrē-yu̇-ˈnīt\
reuniting|\ˌrē-yu̇-ˈnīt\
reusability|\(ˌ)rē-ˈyü-zə-bəl\
reusable|\(ˌ)rē-ˈyü-zə-bəl\
reuse|\(ˌ)rē-ˈyüz\
reused|\(ˌ)rē-ˈyüz\
reuses|\(ˌ)rē-ˈyüz\
reusing|\(ˌ)rē-ˈyüz\
rev|\ˈrev\
revaluate|\(ˌ)rē-ˈval-yə-ˌwāt\
revaluated|\(ˌ)rē-ˈval-yə-ˌwāt\
revaluates|\(ˌ)rē-ˈval-yə-ˌwāt\
revaluating|\(ˌ)rē-ˈval-yə-ˌwāt\
revaluation|\(ˌ)rē-ˈval-yə-ˌwāt\
revaluations|\(ˌ)rē-ˈval-yə-ˌwāt\
revalue|\(ˌ)rē-ˈval-(ˌ)yü\
revalued|\(ˌ)rē-ˈval-(ˌ)yü\
revalues|\(ˌ)rē-ˈval-(ˌ)yü\
revaluing|\(ˌ)rē-ˈval-(ˌ)yü\
revamp|\(ˌ)rē-ˈvamp\
revamped|\(ˌ)rē-ˈvamp\
revamping|\(ˌ)rē-ˈvamp\
revamps|\(ˌ)rē-ˈvamp\
reveal|\ri-ˈvēl\
revealed|\ri-ˈvēl\
revealer|\ri-ˈvēl\
revealing|\-ˈvē-liŋ\
revealingly|\-ˈvē-liŋ\
revealment|\ri-ˈvēl-mənt\
reveals|\ri-ˈvēl\
reveille|\ˈre-və-lē, British ri-ˈva-li or -ˈve-\
reveilles|\ˈre-və-lē, British ri-ˈva-li or -ˈve-\
revel|\ˈre-vəl\
revelation|\ˌre-və-ˈlā-shən\
revelations|\-shənz\
revelator|\ˈre-və-ˌlā-tər\
revelatory|\ˈre-və-lə-ˌtȯr-ē, ri-ˈve-lə-\
reveled|\ˈre-vəl\
reveler|\ˈre-və-lər, ˈrev-lər\
revelers|\ˈre-və-lər, ˈrev-lər\
reveling|\ˈre-vəl\
revelled|\ˈre-vəl\
reveller|\ˈre-və-lər, ˈrev-lər\
revellers|\ˈre-və-lər, ˈrev-lər\
revelling|\ˈre-vəl\
revelries|\ˈre-vəl-rē\
revelry|\ˈre-vəl-rē\
revels|\ˈre-vəl\
revenant|\ˈre-və-ˌnäⁿ, -nənt\
revenants|\ˈre-və-ˌnäⁿ, -nənt\
revenge|\ri-ˈvenj\
revenged|\ri-ˈvenj\
revengeful|\ri-ˈvenj-fəl\
revengefully|\ri-ˈvenj-fəl\
revenger|\ri-ˈvenj\
revengers|\ri-ˈvenj\
revenges|\ri-ˈvenj\
revenging|\ri-ˈvenj\
revenue|\ˈre-və-ˌnü, -ˌnyü\
revenuer|\ˈre-və-ˌnü-ər, -ˌnyü-\
revenuers|\ˈre-və-ˌnü-ər, -ˌnyü-\
revenues|\ˈre-və-ˌnü, -ˌnyü\
reverb|\ri-ˈvərb, ˈrē-ˌ\
reverberant|\ri-ˈvər-b(ə-)rənt\
reverberate|\-bə-ˌrāt\
reverberated|\-bə-ˌrāt\
reverberates|\-bə-ˌrāt\
reverbs|\ri-ˈvərb, ˈrē-ˌ\
revere|\ri-ˈvir\
revered|\ri-ˈvir\
reverence|\ˈrev-rən(t)s, ˈre-və-; ˈre-vərn(t)s\
reverenced|\ˈrev-rən(t)s, ˈre-və-; ˈre-vərn(t)s\
reverencer|\ˈrev-rən(t)s, ˈre-və-; ˈre-vərn(t)s\
reverencers|\ˈrev-rən(t)s, ˈre-və-; ˈre-vərn(t)s\
reverences|\ˈrev-rən(t)s, ˈre-və-; ˈre-vərn(t)s\
reverencing|\ˈrev-rən(t)s, ˈre-və-; ˈre-vərn(t)s\
reverend|\ˈrev-rənd, ˈre-və-; ˈre-vərnd\
reverends|\ˈrev-rənd, ˈre-və-; ˈre-vərnd\
reverent|\ˈrev-rənt, ˈre-və-; ˈre-vərnt\
reverential|\ˌre-və-ˈren(t)-shəl\
reverently|\ˈrev-rənt, ˈre-və-; ˈre-vərnt\
reveres|\ri-ˈvir\
reverie|\ˈre-və-rē, ˈrev-rē\
reveries|\ˈre-və-rē, ˈrev-rē\
revering|\ri-ˈvir\
revers|\ri-ˈvir, -ˈver\
reversal|\ri-ˈvər-səl\
reversals|\ri-ˈvər-səl\
reverse|\ri-ˈvərs\
reversed|\ri-ˈvərs\
reversely|\ri-ˈvərs\
reverser|\ri-ˈvərs\
reversers|\ri-ˈvərs\
reverses|\ri-ˈvərs\
reversibility|\ri-ˈvər-sə-bəl\
reversible|\ri-ˈvər-sə-bəl\
reversibly|\ri-ˈvər-sə-bəl\
reversing|\ri-ˈvərs\
reversion|\ri-ˈvər-zhən, -shən\
reversionary|\-ˈvər-zhə-ˌner-ē, -shə-\
reversions|\ri-ˈvər-zhən, -shən\
revert|\ri-ˈvərt\
reverted|\ri-ˈvərt\
reverter|\ri-ˈvərt\
reverters|\ri-ˈvərt\
revertible|\ri-ˈvərt\
reverting|\ri-ˈvərt\
reverts|\ri-ˈvərt\
revery|\ˈre-və-rē, ˈrev-rē\
revested|\(ˌ)rē-ˈvest\
revetment|\-ˈvet-mənt\
revetments|\-ˈvet-mənt\
revetted|\ri-ˈvet\
revetting|\ri-ˈvet\
review|\ri-ˈvyü\
reviewable|\ri-ˈvyü\
reviewed|\ri-ˈvyü\
reviewer|\ri-ˈvyü-ər\
reviewers|\ri-ˈvyü-ər\
reviewing|\ri-ˈvyü\
reviews|\ri-ˈvyü\
revile|\ri-ˈvī(-ə)l\
reviled|\ri-ˈvī(-ə)l\
revilement|\ri-ˈvī(-ə)l\
reviler|\ri-ˈvī(-ə)l\
revilers|\ri-ˈvī(-ə)l\
reviles|\ri-ˈvī(-ə)l\
reviling|\ri-ˈvī(-ə)l\
revisable|\ˈrē-ˌvīz, ri-ˈ\
revisal|\ri-ˈvī-zəl\
revisals|\ri-ˈvī-zəl\
revise|\ˈrē-ˌvīz, ri-ˈ\
revised|\ˈrē-ˌvīz, ri-ˈ\
reviser|\ˈrē-ˌvīz, ri-ˈ\
revisers|\ˈrē-ˌvīz, ri-ˈ\
revises|\ˈrē-ˌvīz, ri-ˈ\
revising|\ˈrē-ˌvīz, ri-ˈ\
revision|\ri-ˈvi-zhən\
revisionary|\ri-ˈvi-zhən\
revisionism|\ri-ˈvi-zhə-ˌni-zəm\
revisionist|\ri-ˈvi-zhə-ˌni-zəm\
revisionists|\ri-ˈvi-zhə-ˌni-zəm\
revisions|\ri-ˈvi-zhən\
revisit|\(ˌ)rē-ˈvi-zət\
revisited|\(ˌ)rē-ˈvi-zət\
revisiting|\(ˌ)rē-ˈvi-zət\
revisits|\(ˌ)rē-ˈvi-zət\
revisor|\ˈrē-ˌvīz, ri-ˈ\
revisors|\ˈrē-ˌvīz, ri-ˈ\
revisory|\ri-ˈvī-zə-rē, -ˈvīz-rē\
revitalization|\(ˌ)rē-ˈvī-tə-ˌlīz\
revitalize|\(ˌ)rē-ˈvī-tə-ˌlīz\
revitalized|\(ˌ)rē-ˈvī-tə-ˌlīz\
